0	39
0	59
0	1
0	47
1	62
2	20
3	37
3	31
3	96
3	16
3	32
3	80
3	14
3	40
3	13
3	2
3	89
3	64
3	72
3	21
3	15
3	50
3	97
4	15
4	17
5	5
5	67
6	74
6	54
6	73
6	93
6	11
6	16
6	65
6	57
6	21
6	70
6	75
7	29
7	67
8	19
8	55
8	69
8	2
8	33
8	78
8	74
8	39
8	44
8	84
8	43
9	42
9	96
10	53
10	57
10	58
10	13
10	78
11	62
11	35
11	1
11	48
11	65
11	45
11	54
12	33
13	25
13	40
13	37
13	52
13	71
14	66
14	36
14	41
14	78
15	79
15	99
15	92
15	71
15	28
15	69
15	0
16	8
16	43
17	56
17	40
17	7
17	14
17	69
17	45
17	23
17	69
17	35
17	50
17	7
17	25
17	99
18	42
18	92
18	17
18	89
18	45
18	91
19	34
19	18
19	8
19	8
19	34
19	74
19	14
19	13
19	19
19	8
19	73
19	42
19	28
19	62
20	48
20	97
20	86
20	15
20	53
20	30
20	31
20	78
20	99
20	84
20	81
20	6
20	36
20	52
20	29
20	38
20	11
20	66
20	57
20	66
20	74
20	13
20	74
20	64
20	33
20	20
20	45
20	86
20	45
20	51
20	65
20	36
20	87
21	81
21	25
21	34
21	36
21	69
21	28
21	88
21	81
21	51
21	99
22	33
22	43
22	11
22	6
22	99
22	32
22	8
22	74
22	46
22	1
22	58
22	63
23	92
24	95
24	0
24	53
24	82
24	45
24	63
24	15
25	16
25	40
25	74
25	49
25	13
26	59
26	80
27	83
27	93
28	27
28	79
28	6
28	95
28	83
28	16
28	90
28	62
28	72
28	19
28	14
28	56
28	39
28	27
29	3
30	36
30	79
30	84
31	79
31	38
31	16
31	16
32	39
32	39
32	75
32	26
32	70
33	54
33	52
33	59
33	14
34	12
35	53
35	45
35	69
35	4
35	72
35	52
35	3
35	75
35	89
35	20
36	38
37	75
37	27
37	66
38	20
38	64
39	71
39	59
39	78
40	43
40	83
40	75
40	68
41	54
41	56
41	59
42	88
42	92
42	4
42	1
42	74
42	62
42	50
42	66
42	3
42	11
42	36
42	39
42	67
42	59
42	95
42	70
42	20
42	52
43	94
43	11
43	67
43	24
44	59
44	39
44	20
44	83
44	36
45	93
45	41
45	44
45	52
45	59
45	12
45	98
45	56
46	41
46	36
46	90
46	55
46	16
46	57
46	63
46	63
46	15
46	62
47	40
47	15
47	53
47	41
47	68
47	70
47	27
47	19
47	20
47	11
47	4
47	59
47	25
47	62
47	89
47	0
48	61
48	47
48	19
48	61
49	48
49	47
49	97
49	65
49	83
49	68
49	78
49	34
49	67
49	47
49	50
49	57
49	79
49	28
49	92
49	12
50	71
50	71
50	87
50	28
50	95
51	81
51	74
51	12
51	23
51	15
51	85
51	40
51	70
51	59
51	97
52	9
52	67
52	51
52	36
53	35
53	80
53	28
54	28
54	84
54	99
54	93
54	61
54	87
54	8
54	50
54	31
54	27
55	90
55	13
55	86
55	50
55	76
55	8
56	19
56	39
56	37
56	27
56	24
56	21
56	32
56	0
56	82
56	54
56	97
56	34
56	93
57	41
57	90
57	4
57	70
57	13
57	64
57	62
57	79
58	70
58	89
59	49
59	34
59	77
59	89
59	3
59	83
60	83
61	9
61	65
61	30
62	51
62	99
62	20
62	47
62	46
62	75
62	38
63	84
63	65
63	27
63	14
63	4
63	37
64	24
64	42
64	42
64	50
65	33
65	12
65	5
66	55
67	21
68	11
68	11
68	52
68	13
69	39
69	99
70	88
70	36
70	24
70	25
70	97
70	53
71	72
71	57
71	13
71	23
71	7
71	24
71	85
72	26
72	64
72	93
73	94
73	54
73	10
73	25
73	91
73	60
74	21
75	15
76	56
76	84
76	74
76	66
77	1
77	18
77	27
77	74
77	26
77	80
77	47
77	62
78	31
79	71
79	48
79	13
80	68
80	72
81	63
81	18
81	30
81	65
81	93
81	87
81	5
82	43
83	65
84	76
84	77
85	60
85	45
85	5
85	84
86	66
87	86
87	23
87	13
87	22
87	28
88	98
88	71
88	95
88	15
88	3
88	30
88	53
88	96
88	39
88	34
89	79
89	34
89	78
89	50
89	52
89	54
89	98
89	21
89	41
89	25
89	89
89	28
89	85
89	88
89	63
89	59
89	82
89	19
89	54
89	28
90	6
90	95
90	53
90	26
90	70
91	54
91	55
91	39
91	60
91	58
91	47
91	84
91	76
92	39
92	1
92	95
92	26
92	73
92	72
92	16
92	67
92	80
93	80
94	75
94	75
95	46
95	45
95	22
95	72
95	50
95	2
95	5
95	94
95	67
95	3
95	91
96	29
96	16
97	46
98	86
98	34
98	10
98	86
99	11
99	45
